datetime,who_sent,text,direction
"2026-08-19 19:56:55",Dan,"So tonight I build",outbound
"2026-08-19 19:58:21",Dan," I would like to do that, it’s just weird because I really don’t know anything about programming and have only been able to do this since I have been back and done nothing besides learn how to actually use LLMs and coding agents ",outbound
"2026-08-19 19:58:32",Dan,"I have learned it all on the fly",outbound
"2026-08-19 20:08:54",Dan,"Oh cool let me check this out ",outbound
"2026-08-19 20:09:33",Dan,"I meant to ask if you still take Xanax or not",outbound
"2026-08-19 20:09:45",Dan,"Its supposed to be bruuuuutal to stop",outbound
"2026-08-19 20:11:21",Dan,https://x.com/crshmarket/status/2090068799504490794?s=46,outbound
"2026-08-19 20:11:21",Dan,"How dystopian",outbound
"2026-08-19 20:12:53",Dan,"Also worst ad ever ",outbound
"2026-08-19 20:44:33",Dan,"Okay so my new guiltiest pleasure is watching conspiracy content about the Charlie Kirk thing",outbound
"2026-08-19 20:45:13",Dan,"I don’t have any idea whether I buy in or not but it is like a warm blanket  it’s just the best",outbound
"2026-08-19 20:48:06",Dan,"￼8500 new lines of code with new wiki stuff and it’s not even 9pm",outbound
"2026-08-19 21:09:24",Dan,"I am making you something 🙃",outbound
"2026-08-19 21:12:09",Dan,"It is PRICELESS",outbound
"2026-08-19 21:12:14",Dan,"Why 30? ",outbound
"2026-08-19 21:16:40",Dan,"Don’t worry when everyone in the developed world is building their own wiki-brain I will buy you the bank that owns the credit card company AND the credit reporting agency",outbound
"2026-08-19 21:17:35",Dan,"Actually I do want to look into if anyone has this or a similar idea as their own intellectual property yet ",outbound
"2026-08-19 21:18:05",Dan,"￼",outbound
"2026-08-19 21:18:47",Dan,"￼",outbound
"2026-08-19 21:19:37",Dan,"We will see if it incorporated the pictures I gave it  or not *fingers crossed*",outbound
"2026-08-19 21:21:00",Dan,"I made SURE to include the instruction that it could not include anything that you would react negatively to or include something that you would find annoying or objectionable lol",outbound
"2026-08-19 21:26:35",Dan,"Man I was looking at your fundraiser for Eddie and it made me feel bad about myself ",outbound
"2026-08-19 21:27:08",Dan,"HE HAD 150 PEOPLE  all put in like reasonable amounts of money ",outbound
"2026-08-19 21:27:31",Dan,"No $5000 contrubution for a parent or something f",outbound
"2026-08-19 21:28:05",Dan,"It says just as much about him as it does about me and how SURE I am how my go fund me would go lmao ",outbound
"2026-08-19 21:28:14",Dan,"It would be a bloodbath ally hahah",outbound
"2026-08-19 21:28:24",Dan,"5 people MAX",outbound
"2026-08-19 21:28:31",Dan,"No SHOT i break 5",outbound
"2026-08-19 21:28:36",Dan,"No! I just said",outbound
"2026-08-19 21:28:44",Dan,"It says as much about him ",outbound
"2026-08-19 21:28:51",Dan,"As it does about my reaction realizing",outbound
"2026-08-19 21:28:56",Dan,"That I don’t have that lol",outbound
"2026-08-19 21:30:11",Dan,"Usually when people make things about themselves it’s to feel better or for some purpose other than admitting that seeing how many people love him made it impossible to not realize rhe contrast",outbound
"2026-08-19 21:30:18",Dan,"Shheeeesh ",outbound
"2026-08-19 21:30:36",Dan,"I actually am sure that if I had been gay",outbound
"2026-08-19 21:30:46",Dan,"I would have done the same thing to him that I did to you",outbound
"2026-08-19 21:31:07",Dan,"Because he has crazy aura as well",outbound
"2026-08-19 21:31:46",Dan,"Not ‘crazy aura’ but he has an abundance of aura lmao i suck okay i quit ",outbound
"2026-08-19 21:35:39",Dan,"￼Are you ready? I am going to wait for you to even see what the fuck it built ",outbound
"2026-08-19 21:38:20",Dan,"￼Oh shit..maybe. It’s gonna be close. Im almost out until midnight",outbound
"2026-08-19 21:40:31",Dan,"￼",outbound
"2026-08-19 21:40:45",Dan,"It used the pictures! Huzzah!",outbound
"2026-08-19 22:34:39",Dan,"I am going to spend years dwelling your comment about me ham handedly commenting about Eddie having so many donors that it made me feel like a loser being characterized as ‘making it about me’  lololol",outbound
"2026-08-19 22:37:05",Dan,"I am have the bad brain when it comes to having what they call ‘human conversations’ and I so often end up making people think 180° of what I am trying to say by doing a comically absurd amount of overthinking and subsequently overexplaining",outbound
"2026-08-19 22:42:16",Dan,"￼We have to wait until morning to see what it throws out but ",outbound
"2026-08-19 22:42:52",Dan,"It looks like half slop and half  hilarious ",outbound
"2026-08-19 22:43:05",Dan,"￼",outbound
"2026-08-19 22:45:13",Dan,"￼Im just so excited it used the pictures. Think about how long it would take to do all of this - like weeks at least ",outbound
"2026-08-19 22:45:44",Dan,"All the research and then art and then coding the games and debugging them it’s crazy this just slapped it together in 40 minutes ",outbound
"2026-08-19 22:49:28",Dan,"And you did all the updates too what a good friend",outbound
"2026-08-19 22:51:14",Dan,"I know but they’re thoughtful notes ",outbound
"2026-08-19 22:51:55",Dan,"Shut up let me give you a sincere and legitimate compliment for once lol",outbound
"2026-08-19 22:54:55",Dan,"Okay I took your advice and soaked. Now to start a new chapter i mush shed all of my baggage including on my feet ",outbound
"2026-08-19 22:59:04",Dan,"￼Let the healing begin",outbound
"2026-08-20 00:19:54",Dan,https://caakehorn.github.io/home/arcade,outbound
"2026-08-20 00:21:28",Dan,"Its almost entirely slop but there’s about 10% of adorable things that snuck in",outbound
