date,is_from_me,text
"2026-08-19 20:44:33",1,"Okay so my new guiltiest pleasure is watching conspiracy content about the Charlie Kirk thing"
"2026-08-19 20:45:13",1,"I don’t have any idea whether I buy in or not but it is like a warm blanket  it’s just the best"
"2026-08-19 20:48:06",1,"￼8500 new lines of code with new wiki stuff and it’s not even 9pm"
"2026-08-19 21:09:24",1,"I am making you something 🙃"
"2026-08-19 21:12:09",1,"It is PRICELESS"
"2026-08-19 21:12:14",1,"Why 30? "
"2026-08-19 21:16:40",1,"Don’t worry when everyone in the developed world is building their own wiki-brain I will buy you the bank that owns the credit card company AND the credit reporting agency"
"2026-08-19 21:17:35",1,"Actually I do want to look into if anyone has this or a similar idea as their own intellectual property yet "
"2026-08-19 21:18:05",1,"￼"
"2026-08-19 21:18:47",1,"￼"
"2026-08-19 21:19:37",1,"We will see if it incorporated the pictures I gave it  or not *fingers crossed*"
"2026-08-19 21:21:00",1,"I made SURE to include the instruction that it could not include anything that you would react negatively to or include something that you would find annoying or objectionable lol"
"2026-08-19 21:26:35",1,"Man I was looking at your fundraiser for Eddie and it made me feel bad about myself "
"2026-08-19 21:27:08",1,"HE HAD 150 PEOPLE  all put in like reasonable amounts of money "
"2026-08-19 21:27:31",1,"No $5000 contrubution for a parent or something f"
"2026-08-19 21:28:05",1,"It says just as much about him as it does about me and how SURE I am how my go fund me would go lmao "
"2026-08-19 21:28:14",1,"It would be a bloodbath ally hahah"
"2026-08-19 21:28:24",1,"5 people MAX"
"2026-08-19 21:28:31",1,"No SHOT i break 5"
"2026-08-19 21:28:36",1,"No! I just said"
"2026-08-19 21:28:44",1,"It says as much about him "
"2026-08-19 21:28:51",1,"As it does about my reaction realizing"
"2026-08-19 21:28:56",1,"That I don’t have that lol"
"2026-08-19 21:30:11",1,"Usually when people make things about themselves it’s to feel better or for some purpose other than admitting that seeing how many people love him made it impossible to not realize rhe contrast"
"2026-08-19 21:30:18",1,"Shheeeesh "
"2026-08-19 21:30:36",1,"I actually am sure that if I had been gay"
"2026-08-19 21:30:46",1,"I would have done the same thing to him that I did to you"
"2026-08-19 21:31:07",1,"Because he has crazy aura as well"
"2026-08-19 21:31:46",1,"Not ‘crazy aura’ but he has an abundance of aura lmao i suck okay i quit "
"2026-08-19 21:35:39",1,"￼Are you ready? I am going to wait for you to even see what the fuck it built "
"2026-08-19 21:38:20",1,"￼Oh shit..maybe. It’s gonna be close. Im almost out until midnight"
"2026-08-19 21:40:31",1,"￼"
"2026-08-19 21:40:45",1,"It used the pictures! Huzzah!"
"2026-08-19 22:34:39",1,"I am going to spend years dwelling your comment about me ham handedly commenting about Eddie having so many donors that it made me feel like a loser being characterized as ‘making it about me’  lololol"
"2026-08-19 22:37:05",1,"I am have the bad brain when it comes to having what they call ‘human conversations’ and I so often end up making people think 180° of what I am trying to say by doing a comically absurd amount of overthinking and subsequently overexplaining"
"2026-08-19 22:42:16",1,"￼We have to wait until morning to see what it throws out but "
"2026-08-19 22:42:52",1,"It looks like half slop and half  hilarious "
"2026-08-19 22:43:05",1,"￼"
"2026-08-19 22:45:13",1,"￼Im just so excited it used the pictures. Think about how long it would take to do all of this - like weeks at least "
"2026-08-19 22:45:44",1,"All the research and then art and then coding the games and debugging them it’s crazy this just slapped it together in 40 minutes "
"2026-08-19 22:49:28",1,"And you did all the updates too what a good friend"
"2026-08-19 22:51:14",1,"I know but they’re thoughtful notes "
"2026-08-19 22:51:55",1,"Shut up let me give you a sincere and legitimate compliment for once lol"
"2026-08-19 22:54:55",1,"Okay I took your advice and soaked. Now to start a new chapter i mush shed all of my baggage including on my feet "
"2026-08-19 22:59:04",1,"￼Let the healing begin"
"2026-08-20 00:19:54",1,https://caakehorn.github.io/home/arcade
"2026-08-20 00:21:28",1,"Its almost entirely slop but there’s about 10% of adorable things that snuck in"
"2026-08-20 07:41:20",1,"￼Hi just confirming that it’s day 3 and I haven’t reverted back to being an asshole, disappearing, objectifying, being super extra etc

Also we can confirm the $2100 was a thing and you should be able to see it from your end as well"
"2026-08-20 14:17:20",1,"Oh exciting. I just found a bunch of stuff that I had saved from occupy Wall Street lol"
"2026-08-20 14:18:51",1,"I’m old "
"2026-08-20 14:19:00",1,"Actually strike that WE are old"
"2026-08-20 14:22:42",1,"￼These will never stop being funny to me"
"2026-08-20 14:24:55",1,"😑"
"2026-08-20 14:27:28",1,"It was only one year before you moved to New York lol"
"2026-08-20 14:29:11",1,"Hahaha I love this story like do you know how many frat house dj’s are going to use the audio from the arraignment hearing in their awful mixes in a few weeks "
"2026-08-20 14:30:07",1,"But this is the one news story that seems to have penetrated the zeitgeist here and even the idiot rubes are talking about it because PSU is so ubiquitous here"
"2026-08-20 14:31:17",1,"I can confirm as a one year PSU student that this is the least surprising thing ever. "
"2026-08-20 14:35:14",1,"So my mom just sold her house and is like so sure she wants to move back to Miami where she grew up and I keep telling her that Florida, particularly sofla is not going to be anything like she remembers it from 1979"
"2026-08-20 17:46:06",1,"Ally this is so much harder now. I was going to do the 

“I do miss *you*” thing but now you know my entire playbook so I have to scramble to figure out how I can elevate myself above just “autistic curiosity” into “marginally charming autistic curiosity”"
"2026-08-20 17:46:34",1,"YOU RUINED EVERYTHING lololol "
"2026-08-20 17:48:04",1,"On god though I am so far out of pocket here i don’t even have any gauge of how far I’ve taken you down the spectrum of becoming annoyed by my bullshit now. 

Who even am I? 
Do I even exist? 
Am I really me?"
"2026-08-20 17:49:14",1,"(Dan smoked a blunt a little bit ago - he’s subsequently less funny and more annoying than usual)"
"2026-08-20 17:49:57",1,"I totally forgot that kimmy and Eddie are siblings "
"2026-08-20 17:50:33",1,"I also don’t think I have ever seen a picture of her "
"2026-08-20 17:51:21",1,"Okay you’re right, im sure I have but I didn’t know I was looking at a picture of her "
"2026-08-20 17:51:49",1,"She’s 100% a baddie I can just feel it in my bones "
"2026-08-20 17:52:57",1,"Are they twins?"
"2026-08-20 17:53:31",1,"Oh my god I remember this I haven’t seen this in fucking FOREVER"
"2026-08-20 17:54:22",1,"I was just abiut to tell you that you were destined to be besties "
"2026-08-20 17:54:36",1,"And my prediction held up"
"2026-08-20 17:56:32",1,"Okay what is the difference between you guys culturally 

or are you guys like the same person "
"2026-08-20 17:58:47",1,"Hey…no I won’t allow that.

You are unc but you are so not fried, chopped or cooked "
"2026-08-20 17:59:45",1,"WE ARE UNC. 

I hate it as much as you but we all become unc. "
"2026-08-20 18:00:26",1,"So this is different than unk?"
"2026-08-20 18:00:33",1,"Hold on am I that stupid"
"2026-08-20 18:00:41",1,"I thought it was like UNCLE"
"2026-08-20 18:01:00",1,"Or are these homophones "
"2026-08-20 18:02:41",1,"Either way points for your interpretation "
"2026-08-20 18:03:01",1,"Because i had a real “oh fuck” moment "
"2026-08-20 18:07:13",1,"Did we talk about the citiesbydiana account before ? Or do you have no idea what im talking abiut "
"2026-08-20 18:09:44",1,"￼"
"2026-08-20 18:10:30",1,"I consider citiesbydiana to be west coast ally lubin. Same sensibilities "
"2026-08-20 18:13:05",1,"Okay are you legitimately not aware of the personality traits that you cultivated as like “cooler than you, culture forward twitter girl”"
"2026-08-20 18:13:56",1,"Maybe I am just way more of an autist than I thought but you successfully embodied (and still do to an extent) a very rare type of internet person"
"2026-08-20 18:15:39",1,"Am I like crazy? You can say yes if this is really not a thing "
"2026-08-20 18:24:36",1,"￼"
"2026-08-20 18:26:11",1,"Okay and you are correct I just want to know how intentional or consciously that personsa was cultivated.

This is what amazes me abiut you is that you make it seem effortless and it’s crazy "
"2026-08-20 18:26:54",1,"Hahaha I know. "
"2026-08-20 18:27:58",1,"Hey side note but you are literally thr first person who isn’t constantly like  “SHUT THE FUCK UP ABOUT AI OH MY GOD”"
"2026-08-20 18:28:32",1,"and you said prompt injection which I am still rock hard about "
"2026-08-20 20:53:33",1,"Yeah I do too. I felt like I needed to reinstall it now that I’m single which is what led me to you the other day. "
"2026-08-20 20:53:44",1,"Also I have spectacles so I need it to download from them "
"2026-08-20 21:00:14",1,"￼"
"2026-08-20 21:07:26",1,"￼They’re fun i used to wear them serving and have hours of video of health code violations lol"
"2026-08-20 21:08:01",1,"I literally only sent that because I think you believe I have never worked lol"
"2026-08-20 21:12:06",1,"I’m actually a really good worker "
"2026-08-20 21:12:19",1,"Its just GETTING the job i am abysmal at "
"2026-08-20 21:13:40",1,"I’m clearing off the videos from my glasses and I just found the WILDEST "
"2026-08-20 21:13:55",1,"Didn’t even know this existed shit. "
"2026-08-20 21:14:55",1,"What happens afterwards?"
"2026-08-20 21:15:53",1,"What are you doing specifically, stemlord?"
"2026-08-20 21:18:19",1,"Do you use Slack"
"2026-08-20 21:19:01",1,Why??
"2026-08-20 21:19:16",1,"I was being curious!!!!😞"
"2026-08-20 21:19:25",1,"OH hahahah "
"2026-08-20 21:19:29",1,"No I literally just"
"2026-08-20 21:19:35",1,"That’s all I know about corporate culture"
"2026-08-20 21:19:39",1,"They use slack"
"2026-08-20 21:19:45",1,"Literally rhe only reason I asked "
"2026-08-20 21:21:14",1,"I do have to say that I love rhe perception that I could do that"
"2026-08-20 21:21:20",1,"Keep everyone on their toes"
"2026-08-20 21:22:27",1,"Oh and literally 95% of “hacks” or anything like what you are afraid of here is done through social engineering and not “hacked into”"
"2026-08-20 21:22:55",1,"Anyways I saw something where slack is going to let teams do dual user AI use "
"2026-08-20 21:23:35",1,"Which is exciting and something I’ve wanted to do for a long time so maybe you’ll get to prompt inject with your coworkers soon"
"2026-08-20 21:23:47",1,"Anyways account manager "
"2026-08-20 21:24:12",1,"And you are fully remote? No office time?"
"2026-08-20 21:24:26",1,"Sorry SENUOR ACCOUNT MANAGER "
"2026-08-20 21:24:37",1,"Edited to “Sorry SENIOR ACCOUNT MANAGER ”"
"2026-08-20 21:25:16",1,"How long have you been at the same company "
"2026-08-21 01:01:20",1,"I hope so it occurred to me that I might actually have broken the threshold of annoying you "
"2026-08-21 01:01:57",1,"I just found something incredible. 


I need you to stay with me and do NOT judge what you are about to watch before you actually see it "
"2026-08-21 01:12:54",1,"Edited to “If you want to know what a weird psychopath I was when we first ‘met’ take a look at the gem I just found ”"
"2026-08-21 01:13:10",1,"￼"
"2026-08-21 01:16:31",1,"Like why? Not one of those people found it funny "
"2026-08-21 01:17:37",1,"I must have known i would stumble on this clip looking for old hidden ally Lubin 2019 content hiding in my google photos and only then would it actually become slightly funny"
"2026-08-21 01:18:16",1,"I did find some goodies from you though"
"2026-08-21 01:20:04",1,"￼"
"2026-08-21 01:21:10",1,"AND I realized I have several pictures labeled as you that are actually Kimmy "
"2026-08-21 01:23:01",1,"￼"
"2026-08-21 01:38:32",1,"￼Hahahahahaha what the fuck was I doing you must have been SO weirded out by me"
"2026-08-21 04:24:53",1,"Enjoy your love letter I sent it to snap so that it lacks permanence "
"2026-08-21 10:06:15",1,"Oh my god my phone !  It was hacked!"
"2026-08-21 10:07:16",1,"And they did nothing other than type strange notes,  turned into PDF and then screenshotted and sent to my list of the top 1 prettiest girls in my phone oh god what a disaster"
"2026-08-21 10:07:24",1,"Lmao "
"2026-08-21 10:07:40",1,"No no no it was good "
"2026-08-21 10:07:58",1,"I am in DANGER"
"2026-08-21 10:08:07",1,"SOS sos sos my phone has been taken"
"2026-08-21 10:08:15",1,"By Beto O’Rourke"
"2026-08-21 10:08:22",1,"The dangerous felon"
"2026-08-21 10:11:02",1,"You doing anything possible to reject the sincerity and make it a joke is the best possible sign though I feel quite good about that"
"2026-08-21 10:11:40",1,"Anyyyyways TGIF am I right"
"2026-08-21 11:47:45",1,"Ohhhhh you caught my interest let me see"
"2026-08-21 11:51:08",1,"Very nice "
"2026-08-21 11:51:27",1,"Reminds me of "
"2026-08-21 11:51:32",1,https://open.spotify.com/track/47z8JPQCgjtRcFqt1kUyoA?si=mAqTKEp_QCKhemZgRYUrAA&utm_source=copy-link
"2026-08-21 11:53:20",1,"It’s impossible for me to dislike any artist with repeating letters in the name "
"2026-08-21 11:53:34",1,"slayyyyyter = loved before the song started"
"2026-08-21 11:53:39",1,"Why aren’t we Spotify friends"
"2026-08-21 11:54:21",1,https://spotify.link/wXRxi7lVM5b
"2026-08-21 13:07:34",1,"Laughed at an image"
"2026-08-21 13:07:42",1,"That’s perfect"
"2026-08-21 13:07:52",1,"That’s exactly what I wanted it to be "
"2026-08-21 13:08:50",1,"Im rewatching all of Hamilton’s Pharmacopeia"
"2026-08-21 13:09:13",1,"Now I need to know where I can buy some xenon gas to inhale "
"2026-08-21 13:09:37",1,"How’s work"
"2026-08-21 13:17:48",1,https://open.spotify.com/playlist/1mLYEDPTBLOncmtJIYHwsw?si=j3wr2QOjRMyLYNCsilxBmQ&utm_source=copy-link&pi=GTCQnO87SXWP4
"2026-08-21 13:18:21",1,"My breakup playlist was so good and named prophetically"
"2026-08-21 13:20:14",1,"My magnum opus"
"2026-08-21 14:08:02",1,"So in terms of pure work hours,  do you work more or less doing remote "
"2026-08-21 14:08:12",1,"I’d *have* to imagine it’s less "
"2026-08-21 14:10:31",1,"A real man makes his own luck"
"2026-08-21 14:10:37",1,"A real woman makes her own hours "
"2026-08-21 14:11:59",1,"Did we ever end up playing chess"
"2026-08-21 14:18:27",1,"I was going to say it’s easy but it’s not, it’s like the hardest shit in the world"
"2026-08-21 14:18:38",1,"I mean the rules are easy, you can learn to play"
"2026-08-21 14:18:53",1,"But it’s fucking impossible to get good at you have to literally be napoleon "
"2026-08-21 14:19:05",1,"(Dynamite, not Bonaparte)"
"2026-08-21 14:59:52",1,"I’m sure it won’t shock you after reading my texts but holy shit are you so much better, way more intelligent, more fun, funnier and just flat more enjoyable to talk to than the kidnapping victim I’m used to wasting my time and attention on "
"2026-08-21 15:01:35",1,"Its a low bar but the distinction has been registered and is clear"
"2026-08-21 15:04:56",1,"I refuse to believe you need to do anything to make that happen with basically whoever you choose to do that to "
"2026-08-21 15:05:42",1,"Not only because you’re stunning but "
"2026-08-21 15:05:47",1,"You’ve got the sauce "
"2026-08-21 15:06:01",1,"Its all about the sauce "
"2026-08-21 15:08:14",1,"￼okay you MUST. "
"2026-08-21 15:09:28",1,"Must listen"
"2026-08-21 15:10:16",1,"I don’t think this is edm really at all"
"2026-08-21 15:10:20",1,"I know the flume song was"
"2026-08-21 15:10:25",1,"Idk I guess it is "
"2026-08-21 15:10:47",1,"Its 90bpm which is like no dance track ever is that slow "
"2026-08-21 15:11:49",1,"I can co-sign "
"2026-08-21 15:12:36",1,"lol yes but I didn’t know that I knew  "
"2026-08-21 15:13:04",1,"Because I thought it was you and only after I figured out the eyes thing did I realize"
"2026-08-21 15:14:58",1,"I made an extremely uncharacteristic decision to not creepily chase down the online rabbit hole because its your bestie and you’re the crush. "
"2026-08-21 15:15:36",1,"Personal growth, Alexandra. We’re GROWING"
"2026-08-21 15:18:19",1,"￼I made the decision that the next time I hear from captivity bitch I’m just replying with this "
"2026-08-21 15:18:43",1,"Or is that still too tryhard"
"2026-08-21 15:20:13",1,"To completely and totally ‘eternal sunshine’ her and the last 10 years of my life to avoid the emotional  weight and wasted effort  that properly HATING her would cause "
"2026-08-21 15:20:42",1,"There are two roads here: 

Pure seething hate

Or 

Silence. golden silence. "
"2026-08-21 15:21:28",1,"And while the first option might match up closer to reality i am so very well aware that just dedicating energy and attention to hating her serves her purpose and makes it impossible to ever truly move on"
"2026-08-21 15:23:28",1,"But listen I really actually do want to hit the eject button here like…for as retarded as I have been there wasn’t ever a point where I didn’t realize that this was basically an inevitable thing."
"2026-08-21 15:24:01",1,"Like I have thought about it logically enough t that I’ve tried to run down what a pathway to recover, even back to where it was when things weren’t great would look like"
"2026-08-21 15:24:18",1,"And in 2024 I could still KIND OF see how it would be possible. "
"2026-08-21 15:25:43",1,"Now it’s so asinine that i have known for well over year that without actual divine intervention the whole thing was fried 
"
"2026-08-21 15:26:22",1,"There’s a page in the wiki that is about why I rely on having one primary person in my life "
"2026-08-21 15:27:01",1,"And it’s more than just being a scared codependent person..:which to be clear, I am to some degree"
"2026-08-21 15:27:42",1,"I just want a PARTNER IN CRIME"
"2026-08-21 15:28:33",1,"Like I want ONE person to actually know me and the rest of the world can get the performative version  "
"2026-08-21 15:28:46",1,"And I just literally chose the worst person in the word"
"2026-08-21 15:29:03",1,"Oh shut up I’ve had cats and it’s interesting I haven’t thought about it. But"
"2026-08-21 15:29:40",1,"Much like girlfriends i have always have always had pets even when most people my age didn’t really"
"2026-08-21 15:30:06",1,"The honest answer…like real honesty"
"2026-08-21 15:31:38",1,"I don’t just think that I can, I am more sure now than I ever have been before that cheating is just like the worst thing you could do to someone’s personal mindset in totality and on an individual component level "
"2026-08-21 15:32:10",1,"And if you are talking about like non monogamy as a thing"
"2026-08-21 15:32:37",1,"That experiment was never good and it was ALL bad for me"
"2026-08-21 15:32:49",1,"Hold on you’re not letting me finish"
"2026-08-21 15:33:00",1,"Because the real crux of what I am saying is "
"2026-08-21 15:33:22",1,"Okay I’ll be as brief as I can with this but just the background "
"2026-08-21 15:35:11",1,"There was really only one instance where the “non monogamy” as you are thinking of it went in my direction without an actual paid event "
"2026-08-21 15:35:38",1,"Well I think you misinterpreted me 180° but okay"
"2026-08-21 15:35:56",1,"Because I was saying unequivocally that like I would never do a non monogamy thing again"
"2026-08-21 15:36:56",1,"￼Sorry I was typing in cadence and that was just a pause in the sentence it was not a declarative statement…I was getting to it lol"
"2026-08-21 15:37:33",1,"😢"
"2026-08-21 15:37:42",1,"I’m verbose "
"2026-08-21 15:37:51",1,"And a gay retard"
"2026-08-21 15:38:23",1,"No I can swear on my little dog Milo’s health and well being that I learned 2 big lessons"
"2026-08-21 15:38:42",1,"The most important is what it feels like to be cheated on and I am horrified at some thing I did in my past "
"2026-08-21 15:40:13",1,"The second is that non monogamy probably doesn’t really work for anyone but it CERTAINLY is never going to work out for me and only served to create all of the absolutely embarrassing scenarios that I would inevitably spill my guts to you about (and now feel legitimate shame about)"
"2026-08-21 15:41:43",1,"It was fueled by my desperate attempts to get Annie to stop talking to other guys online (that was all it was at that point to my knowledge)

And a kind of exposure therapy to my relationship with feelings of jealousy"
"2026-08-21 15:42:45",1,"SO YES,  I AM ENTIRELY CERTAIN AFTER REAL REFLECTION AND HONESTLY CONSIDERING IT THAT I DONT NEED NOR EANT MORE THAN ONE PERSON"
"2026-08-21 15:44:36",1,"I had not been before. Honestly I am a weirdo and it doesn’t take a full two hands to display the number of girls I’ve slept with.

Now that’s still bad, I should have been able to realize just how SHITTY it is to do that to someone before I had actually experienced it myself "
"2026-08-21 15:45:53",1,"Sorry I really was trying to give you a real and fully transparent answer because I think it’s an important question and I have thought a lot about this subject generally "
"2026-08-21 15:47:12",1,"Maybe I was dumb to try to do a m. Night shamalan twist with the pregnant pause after “THE HONEST ANSWER IS..”"
"2026-08-21 15:48:09",1,"But. If you go back later when you want to and read it, i was giving the answer diametrically opposite of the one you interpreted so please don’t think that "
"2026-08-21 16:04:23",1,"￼Your premature rejection inspired me to build this"
"2026-08-21 16:25:21",1,"You hate me now :( 

I ruined everything with my pedestrian writing skill and long winded prose "
