date,time,sender,message,raw_timestamp,source_page
2017-01-17,07:21,Unknown,Oooops,"1/17/17, 7:21 AM",34
2017-01-17,07:21,Unknown,They need someone to work tomorrow so I'm going to switch. What else do u have going on today? Let me know if we can try again at PNC,"1/17/17, 7:21 AM",34
2017-01-17,07:21,Unknown,U need to work both. U need the $$,"1/17/17, 7:21 AM",34
2017-01-17,07:21,Unknown,Good news/ Annie talked to him and they are going to come back around 5pm,"1/17/17, 7:21 AM",34
2017-01-17,07:21,Unknown,Can't. I'd be over my hours.,"1/17/17, 7:21 AM",34
2017-01-17,07:21,Unknown,I'm on other line. I'll call you back,"1/17/17, 7:21 AM",34
2017-01-17,07:21,Unknown,Got it,"1/17/17, 7:21 AM",34
2017-01-17,11:28,Unknown,What time will u be ready for me,"1/17/17, 11:28 AM",35
2017-01-17,11:28,Unknown,Noon,"1/17/17, 11:28 AM",35
2017-01-17,11:28,Dad,Got it. Where do u want me to meet u? Hopefully scooter and lilah get good marks on their paw-gress report,"1/17/17, 11:28 AM",35
2017-01-17,11:28,Unknown,We're ready when you say the word,"1/17/17, 11:28 AM",35
2017-01-17,11:28,Unknown,doing something right now. Iʼll let u know. Sorry I'm @ 61 now. I can meet u @ PNC whenever,"1/17/17, 11:28 AM",35
2017-01-17,11:28,Unknown,Okay. We'll be there in 5,"1/17/17, 11:28 AM",35
2017-01-17,11:28,Unknown,I thought u told me $800,"1/17/17, 11:28 AM",35
2017-01-17,11:28,Unknown,Unless my math is REALLY bad there is $800 here,"1/17/17, 11:28 AM",35
2017-01-17,11:28,Unknown,I said 600 but I can just set the 200 aside to help with the car,"1/17/17, 11:28 AM",35
2017-01-17,11:28,Unknown,"Thank you very much for the help, we're gonna get squared away for the rest of January which will give us a few weeks of lead time to get back ahead","1/17/17, 11:28 AM",35
2017-01-17,11:28,Dad,Whew! Good job,"1/17/17, 11:28 AM",35
2017-01-17,11:28,Unknown,before next months bills,"1/17/17, 11:28 AM",35
2017-01-17,14:48,Unknown,All sorted. Thanks again,"1/17/17, 2:48 PM",35
2017-01-18,16:54,Dad,Do u guys have any plans this weekend? Wanna get,"1/18/17, 4:54 PM",35
2017-01-18,16:54,Unknown,We have no plans. Letʼs do it,"1/18/17, 4:54 PM",35
2017-01-18,16:54,Unknown,dinner?,"1/18/17, 4:54 PM",35
2017-01-19,20:15,Unknown,⁠How Good is Trump the Golfer? - Golf Digest,"1/19/17, 8:15 PM",36
2017-01-19,20:15,Unknown,"There's a video at the end of that article where he There's a video at the end of that article where he talks about how golf should be a sport people ""aspire to play"" rather than a ""sport of the people""","1/19/17, 8:15 PM",36
2017-01-19,20:15,Unknown,It's an uncharacteristically original and interesting argument for him,"1/19/17, 8:15 PM",36
2017-01-20,09:52,Unknown,When were u thinking about getting a bite?,"1/20/17, 9:52 AM",36
2017-01-20,19:19,Unknown,Does tomorrow work for yinzes?,"1/20/17, 7:19 PM",36
2017-01-21,08:29,Dad,Hey sorry I missed your text last night. Annie works tonight at 5. Did u say u guys were busy Sunday night?,"1/21/17, 8:29 AM",36
2017-01-21,13:47,Unknown,Si. We're never doing anything Sunday nites except for tomorrow,"1/21/17, 1:47 PM",36
2017-01-21,15:51,Unknown,We can do something this week.,"1/21/17, 3:51 PM",36
2017-01-21,15:51,Unknown,Or we can get a bite w u tonite & both of yinzes another nite,"1/21/17, 3:51 PM",36
2017-01-21,18:34,Unknown,We're probably going out for a bite in a little bit,"1/21/17, 6:34 PM",36
2017-01-22,10:41,Unknown,Did u know Jessica Ritz?,"1/22/17, 10:41 AM",36
2017-01-22,12:28,Unknown,Yes I did. Why?,"1/22/17, 12:28 PM",36
2017-01-22,12:28,Unknown,Passed away suddenly,"1/22/17, 12:28 PM",36
2017-01-22,14:04,Unknown,Oh my,"1/22/17, 2:04 PM",36
2017-01-22,14:04,Unknown,Hey do u wanna walk a couple holes?,"1/22/17, 2:04 PM",36
2017-01-22,14:04,Unknown,I'm actually already out walking Lilah,"1/22/17, 2:04 PM",36
2017-01-24,17:56,Dad,What r u up to?,"1/24/17, 5:56 PM",37
2017-01-24,17:56,Dad,Just got some dinner for gram. Five guys! Just got some dinner for gram. Five guys!,"1/24/17, 5:56 PM",37
2017-01-24,17:56,Unknown,Love 5 guys!!,"1/24/17, 5:56 PM",37
2017-01-24,17:56,Unknown,She LOVES five guys. She'll eat a whole double burger and milkshake,"1/24/17, 5:56 PM",37
2017-01-24,17:56,Unknown,Holy shit,"1/24/17, 5:56 PM",37
2017-01-24,17:56,Dad,I just thought about this... I know the weather hasn't been conducive but do u still want ur skis & boots?,"1/24/17, 5:56 PM",37
2017-01-24,17:56,Unknown,Yes I do,"1/24/17, 5:56 PM",37
2017-01-24,17:56,Dad,And yeah that's a lot of food for gram. It's the only place she eats everything she gets,"1/24/17, 5:56 PM",37
2017-01-24,17:56,Unknown,Nothing tastes better than a greasy burger. She has good taste.,"1/24/17, 5:56 PM",37
2017-01-25,16:04,Dad,Do u want me to drop them off?,"1/25/17, 4:04 PM",37
2017-01-25,17:47,Dad,Sorry I didn't see your text. Was getting ready to take gram to ucc,"1/25/17, 5:47 PM",37
2017-01-25,17:47,Unknown,We're over here now,"1/25/17, 5:47 PM",37
2017-01-27,16:10,Dan,Mandatory caddies once temp starts breaking 40 degrees this year. I just got the call to make an appointment with HR for this season,"1/27/17, 4:10 PM",37
2017-01-28,07:58,Dad,That's good ur in,"1/28/17, 7:58 AM",37
2017-01-28,09:22,Dan,I started doing a little conditioning this morning. Just got in from running/walking 5 miles on ucc,"1/28/17, 9:22 AM",37
2017-01-28,09:22,Unknown,Rumor has it that EW bowman is closing their doors,"1/28/17, 9:22 AM",37
2017-01-28,09:22,Unknown,Always good to get in shape,"1/28/17, 9:22 AM",37
2017-01-28,09:22,Unknown,Wow. Hadn't heard that,"1/28/17, 9:22 AM",37
2017-02-01,14:53,Dad,What r u up to today? Not much caddying,"2/1/17, 2:53 PM",38
2017-02-03,08:23,Unknown,U doing anything for lunch?,"2/3/17, 8:23 AM",38
2017-02-03,09:52,Unknown,I don't think so,"2/3/17, 9:52 AM",38
2017-02-03,09:52,Unknown,Wanna get a bite?,"2/3/17, 9:52 AM",38
2017-02-03,09:52,Unknown,Sure. When? Where?,"2/3/17, 9:52 AM",38
2017-02-03,09:52,Unknown,Up to you!,"2/3/17, 9:52 AM",38
2017-02-03,09:52,Unknown,I've got to run down to vapor hut but I can go anytime,"2/3/17, 9:52 AM",38
2017-02-03,09:52,Dad,Since ur going downtown we can meet somewhere down there. When r u going?,"2/3/17, 9:52 AM",38
2017-02-03,09:52,Unknown,Is 12:30 too late? Annie is leaving for Ohio any minute now,"2/3/17, 9:52 AM",38
2017-02-03,09:52,Unknown,And I'm gonna go down after she rolls out,"2/3/17, 9:52 AM",38
2017-02-03,09:52,Unknown,Where do u suggest? I don't usually go out for lunch haha,"2/3/17, 9:52 AM",38
2017-02-03,09:52,Unknown,nope 11:30 is great. Iʼve not eaten at the new place mike dimarco reopened. called coal town saloon on south street,"2/3/17, 9:52 AM",38
2017-02-03,09:52,Unknown,Sounds good,"2/3/17, 9:52 AM",38
2017-02-03,09:52,Unknown,I'm almost ready,"2/3/17, 9:52 AM",38
2017-02-05,12:52,Unknown,Here's the 50 yr old scene that could have been written last week. ⁠Jack Webb Dragnet - The Big Departure Speech,"2/5/17, 12:52 PM",39
2017-02-05,12:52,Unknown,Did u ever hear of the chicken tax?,"2/5/17, 12:52 PM",39
2017-02-05,12:52,Unknown,Listening to Planet Money (#632: The Chicken Tax),"2/5/17, 12:52 PM",39
2017-02-05,12:52,Unknown,⁠E.W. Bowman Co. closes its doors,"2/5/17, 12:52 PM",39
2017-02-05,12:52,Unknown,It's public & official,"2/5/17, 12:52 PM",39
2017-02-05,12:52,Dan,U looping today?,"2/5/17, 12:52 PM",39
2017-02-06,06:52,Unknown,Annie hadn't even seen or heard about the article,"2/6/17, 6:52 AM",39
2017-02-06,06:52,Unknown,"I forgot to tell u I watched that scene from dragnet. It's very applicable, at least to BLM/occupy Wall Street . I think Joe Friday would be horrified by how far the agenda of the progressive/identitarian left has been advanced","2/6/17, 6:52 AM",39
2017-04-02,17:35,Dan,"My plan is to (finally) get tires on Tuesday 3rd gear already at mystic, you would not believe how much money is going into golf up there right","4/2/17, 5:35 PM",40
2017-04-02,17:35,Unknown,Good catch.,"4/2/17, 5:35 PM",40
2017-04-02,17:35,Unknown,. We are in That's good,"4/2/17, 5:35 PM",40
2017-04-02,17:35,Unknown,now,"4/2/17, 5:35 PM",40
2017-04-02,17:35,Unknown,To renovate all the facilities and market Shepherd's. They're trying to rebrand the resort as 'destination golf'...hopefully the new course is as tough and unique as they're saying,"4/2/17, 5:35 PM",40
2017-04-02,17:35,Dan,I took out a 2 ball this morning and then played the back of mystic today,"4/2/17, 5:35 PM",40
2017-04-11,18:07,Unknown,Had another friend die of an overdose today,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,It's not public yet jsyk but it was the boyfriend of,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,I'm glad it's not u. Who is it?,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,betherin mechling,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,Rusty's daughter,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,They were engaged so technically fiancè,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,Who is it?,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,Ellen called me last night to tell me,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,Jay Lauer is his name,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,He's from near Somerset,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,Yikes!!!,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,The mechlings were not happy about him being with,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,For reasons which are now only too obvious,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,her,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,"But there was a domestic issue recently and she gave him the ring back. It's a mess, they had just bought a house together","4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,"And as much as the mechlings and the Ulmer's both didn't care for him, Ellen was really upset about it. I talked to her for almost an hour about how many times I've experienced this","4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,"Even if u don't like the person , most people don't want to see a relationship end like this. It's horrible if","4/11/17, 6:07 PM",41
2017-04-11,18:07,Dad,"it happens to someone's parent. It's tragic if it's a sibling. It's emotionally devastating if it's a kid, even if it's not ur kid","4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,U did the best that u could do. U can look at urself,"4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,"Yeah it's really awful and betherin (and all the mechlings) are the most wholesome, nice, ethicallysound people","4/11/17, 6:07 PM",41
2017-04-11,18:07,Unknown,"I tried to help him. I talked to him about Suboxone, and told him how it helped me finally get out of that world. He went to the doctor and sold his prescription for heroin. At that point, there's nothing anyone else can do","4/11/17, 6:07 PM",41
2017-04-11,20:06,Dad,in the mirror & know that u did ur best to help him. That's probably not enough but better than not doing anything,"4/11/17, 8:06 PM",41
2017-04-11,20:06,Unknown,"I still remember the conversation where u called me over to cross creek and told me that there is no turning back from opiates and heroin, that you lose","4/11/17, 8:06 PM",41
2017-04-11,20:06,Unknown,I love u and glad that youʼre in a good place.,"4/11/17, 8:06 PM",41
2017-04-11,20:06,Unknown,a part of yourself and your ability to be happy,"4/11/17, 8:06 PM",41
2017-04-11,22:57,Dan,I love you too. I got the first customer feedback of the year on my first loop! I'm trying to position myself to get the big money loops on the new course,"4/11/17, 10:57 PM",41
2017-04-11,22:57,Unknown,⁠Rare new golf course to open at Nemacolin Woodlands,"4/11/17, 10:57 PM",41
2017-04-15,15:49,Unknown,Interesting. No,"4/15/17, 3:49 PM",42
2017-04-15,15:49,Dan,I looped for a guy today who went directly from the round to get married,"4/15/17, 3:49 PM",42
2017-04-15,15:49,Unknown,Do U recognize any names here other than Brandon?,"4/15/17, 3:49 PM",42
2017-04-15,19:30,Dad,Does no reply mean that ur not available tomorrow?,"4/15/17, 7:30 PM",42
2017-04-15,19:30,Dan,I'm on the box at 10am,"4/15/17, 7:30 PM",42
2017-04-15,19:30,Unknown,"I understand but apparently a ""sorry we can't make","4/15/17, 7:30 PM",42
2017-04-15,23:23,Unknown,"it"" is too tough to send.","4/15/17, 11:23 PM",42
2017-04-15,23:23,Unknown,"Well I didn't know until tonight at about 5:30. Sorry though, didn't mean to seem like a diss","4/15/17, 11:23 PM",42
2017-04-15,23:23,Unknown,"I'm going 110% at work, especially before the more established guys come up from Florida, I have a feeling that the money will be much better per bag","4/15/17, 11:23 PM",42
2017-04-15,23:23,Unknown,All that is nice but no response at all (especially to,"4/15/17, 11:23 PM",42
2017-04-15,23:23,Dan,on the new course so I want to position myself and make sure I'm the one he calls for important loops,"4/15/17, 11:23 PM",42
2017-04-15,23:23,Unknown,Been having a blast though. Feels good to be sore again and red as a lobster,"4/15/17, 11:23 PM",42
2017-04-16,09:06,Unknown,family) is automatically a diss. Happy Easter,"4/16/17, 9:06 AM",42
2017-04-16,09:06,Dad,It would make old dad happy if ur family was more,"4/16/17, 9:06 AM",42
2017-04-16,10:26,Unknown,important than fun once in a while,"4/16/17, 10:26 AM",42
2017-04-16,13:22,Unknown,Fun? I am working!!,"4/16/17, 1:22 PM",42
2017-04-17,14:49,Dan,Mr mechling said to tell you hello. I had a cancel Wow. Tough day. Dumb question but How's the,"4/17/17, 2:49 PM",43
2017-04-17,14:49,Unknown,today so we came to the early viewing,"4/17/17, 2:49 PM",43
2017-04-17,16:35,Unknown,family doing?,"4/17/17, 4:35 PM",43
2017-04-17,17:48,Unknown,As bad as you'd expect. Betherin is moving back in with her parents and selling the house.,"4/17/17, 5:48 PM",43
2017-04-17,17:48,Unknown,There's no straight line for this story,"4/17/17, 5:48 PM",43
2017-04-17,17:48,Unknown,Although i could tell that rusty was very glad to have someone to talk to about anything other than his almost son-in-law that he didn't want near his daughter for reasons which are all too obvious now lol,"4/17/17, 5:48 PM",43
2017-04-17,17:48,Unknown,"He kept me there talking about golf for 20 minutes, whispering when he realized how inappropriate it all was haha","4/17/17, 5:48 PM",43
2017-04-22,10:29,Unknown,Will you be around this afternoon? I found out late,"4/22/17, 10:29 AM",43
2017-04-22,10:29,Dad,Did u get ur tires?,"4/22/17, 10:29 AM",43
2017-04-22,10:29,Unknown,last nights that I can go DJ a party at Ohio state tonight and make pretty good money. Wanted to see if I could lend $100 from u so I had some 'just in case' money,"4/22/17, 10:29 AM",43
2017-04-22,10:29,Unknown,I'm going by myself. Annie has to work.,"4/22/17, 10:29 AM",43
2017-04-22,11:36,Unknown,I did.,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,I'm sorry to ask I just don't want to go so far with no,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,Yeah… I donʼt want to see u stranded. That wonʼt be,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,money. It came up last minute and we paid a bunch of other stuff this week,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,any fun,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,I'll pay u back when I return tomorrow morning. Making $350 for playing tonight,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,It's will ulmer's house,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,What time are you around I'm out now. I'll be back at 10 in about 10 mins,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,20 mins,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,10 after,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,Wow. Thatʼs a little later than 2:30,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Dan,Let me know when u leave. I'm a dad & I'm gonna worry,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,Good afternoon. What works for u?,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,I'm running around right now and then wheels up at 230 for Columbus,"4/22/17, 11:36 AM",44
2017-04-22,11:36,Unknown,I had to get an oil change for the Volvo. They just finished so that should work fine,"4/22/17, 11:36 AM",44
2017-04-22,17:03,Unknown,Let u know when I arrive. Planning to play from 11-3,"4/22/17, 5:03 PM",44
2017-04-22,17:03,Unknown,Wasn't on my end. Will won't even be around until 9,"4/22/17, 5:03 PM",44
2017-04-22,17:03,Dad,There's still time if you want to come with me LOL,"4/22/17, 5:03 PM",44
2017-04-22,17:03,Unknown,I can always use an extra set of hands,"4/22/17, 5:03 PM",44
2017-04-23,06:16,Dan,Yikes Forgot that I have golf league looping. Gonna be a long day!,"4/23/17, 6:16 AM",44
2017-04-24,08:31,Unknown,Good morning! What's your week look like? Want to pick a night to get a bite to eat? Also need to pay u back and pay u for the battery,"4/24/17, 8:31 AM",44
2017-04-25,06:53,Unknown,Okay thank you so much,"4/25/17, 6:53 AM",45
2017-04-25,06:53,Unknown,Ok,"4/25/17, 6:53 AM",45
2017-04-25,06:53,Unknown,Just getting going now,"4/25/17, 6:53 AM",45
2017-04-25,06:53,Unknown,Will do.,"4/25/17, 6:53 AM",45
2017-04-25,06:53,Unknown,tonight after Good morning!,"4/25/17, 6:53 AM",45
2017-04-25,06:53,Dan,"Big scramble today, on my way to mystic now","4/25/17, 6:53 AM",45
2017-04-25,06:53,Unknown,Good morning sunshine,"4/25/17, 6:53 AM",45
2017-04-25,08:11,Unknown,Not so much,"4/25/17, 8:11 AM",45
2017-04-25,08:11,Unknown,Why $7?,"4/25/17, 8:11 AM",45
2017-04-25,14:29,Unknown,First time getting stiffed today,"4/25/17, 2:29 PM",45
2017-04-25,14:29,Unknown,I still made $80 on my paycheck but these asshole all walked off except one guy gave me $7,"4/25/17, 2:29 PM",45
2017-04-25,16:18,Unknown,"I think that was just what he had on him. Younger guy, I could tell he felt bad","4/25/17, 4:18 PM",45
2017-04-25,16:18,Dan,After I realized what was happening I made sure he overheard me talking to another caddy asking how,"4/25/17, 4:18 PM",45
2017-04-25,16:18,Unknown,Since u have been there a year that u sorta knew,"4/25/17, 4:18 PM",45
2017-04-25,16:18,Unknown,they did,"4/25/17, 4:18 PM",45
2017-04-25,16:18,Unknown,"It was a company outing, and because the company pays some gratuity on their tab ($20/bag) some people don't think they need to tip individually","4/25/17, 4:18 PM",45
2017-04-25,16:18,Unknown,that might happen,"4/25/17, 4:18 PM",45
2017-04-25,18:42,Dan,"Yeah I've seen it happen to the best loopers we have, but you always like to think that by sweating enough and keeping your guys happy that they'll recognize you for it","4/25/17, 6:42 PM",46
2017-04-25,18:42,Unknown,"In all fairness, I WAS tipped. But some guys will dish out a lot of coin because they didn't have to pay for the round.","4/25/17, 6:42 PM",46
2017-04-25,18:42,Dad,How does Thursday or Friday sound to get dinner? Caporellas? Dimarco's? Annie is off those night. Are u and Lisa free either,"4/25/17, 6:42 PM",46
2017-04-26,07:59,Dad,I'll check w Lisa,"4/26/17, 7:59 AM",46
2017-04-29,18:37,Dad,I forgot about getting back to u. We havenʼt gone anywhere or done anything. Lisa worked on grading from 8 am to 11:30 pm yesterday. She also has been grading tonite and she is wiped out. What r u up to this week?,"4/29/17, 6:37 PM",46
2017-04-29,18:37,Unknown,Iʼm sorry I didnʼt get back to u,"4/29/17, 6:37 PM",46
2017-05-02,09:48,Dan,Looping for some PGA magazine writers today,"5/2/17, 9:48 AM",46
2017-05-02,11:36,Unknown,Thatʼs pretty cool,"5/2/17, 11:36 AM",46
2017-05-05,18:48,Unknown,Nice wheels,"5/5/17, 6:48 PM",46
2017-05-28,11:16,Unknown,New holes,"5/28/17, 11:16 AM",46
2017-06-14,18:59,Unknown,Busy & tired.....but having lots of fun!,"6/14/17, 6:59 PM",47
2017-06-14,18:59,Unknown,They moved opening day up to July 1 for shepherds rocks That's some of the guys we have coming in for the pro am on 7/12,"6/14/17, 6:59 PM",47
2017-06-14,18:59,Dad,Sounds like u should make some nice cash & have fun that weekend,"6/14/17, 6:59 PM",47
2017-06-18,09:00,Dan,Happy Father's Day! I'm waiting around in the yard for a loop but I'll let u know what time I'm getting out and when I should be done,"6/18/17, 9:00 AM",47
2017-06-18,09:00,Dad,We're having a cookout around 2:30 w ribs corn & stuff. Ur always welcome to join us,"6/18/17, 9:00 AM",47
2017-06-18,09:00,Dan,Sounds good. I'm on the box at 11:10,"6/18/17, 9:00 AM",47
2017-06-18,09:00,Unknown,Up even make u some plain ribs wo BBQ sauce,"6/18/17, 9:00 AM",47
2017-06-18,19:15,Unknown,I'm just getting back into town. Had a 6 our round came in right as a lobster,"6/18/17, 7:15 PM",47
2017-06-18,19:15,Unknown,Any plans for tomorrow night? I'm working @ 11am but we could get a late-er dinner,"6/18/17, 7:15 PM",47
2017-06-18,19:15,Dan,Got some good news today though. I'm in charge of doing the green diagrams in photoshop for the new course,"6/18/17, 7:15 PM",47
2017-06-18,23:55,Unknown,That's way cool,"6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,A 6-some? Must have been a slow day @ MR,"6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,I should be good tomorrow,"6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,What days do u work,"6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,"Not 6 ball, but a 4 ball that took 6 hours","6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,Yikes 6 friggin hrs !!!!!,"6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,If u walk backwards it shouldn't take 6 hrs,"6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,Getting up @ 4:45 to go to work. Good nite Boy Love u,"6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,"Iʼm in the home stretch of teaching. My last day for this module is Thursday. Until then, Iʼm kinda crunched. Can I take a raincheck for anytime after Thurs?","6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,HOLY SHIT!!!,"6/18/17, 11:55 PM",48
2017-06-18,23:55,Dan,I made that for the new course on my own and showed it to my boss. He passed it on to the people above him and they asked me to do the undulation grids in photoshop,"6/18/17, 11:55 PM",48
2017-06-18,23:55,Dan,It was just a wait on every shot,"6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,"Father's Day, good weather...it was our first sell-out tee sheet","6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,Had a guy and his sons who own a nissan/etc dealership in Bridgeport wv,"6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,"Which is where brooks koepka family is from, apparently","6/18/17, 11:55 PM",48
2017-06-18,23:55,Unknown,"Goodnight! Love you too, sorry I missed you and if you're around tomorrow night we can figure something out","6/18/17, 11:55 PM",48
2017-06-19,17:13,Unknown,That's just fine. I might be here until 8 tonight,"6/19/17, 5:13 PM",48
2017-06-19,17:13,Unknown,We started on #4 at 12:30 and we are only to #14 right now,"6/19/17, 5:13 PM",48
2017-06-19,18:36,Unknown,We just hit the 6 hour mark with three holes to go lol,"6/19/17, 6:36 PM",48
2017-06-19,20:09,Unknown,today,"6/19/17, 8:09 PM",49
2017-06-19,20:09,Unknown,Brutal Came in today,"6/19/17, 8:09 PM",49
2017-06-19,20:09,Unknown,I'm on other line. I'll call you back,"6/19/17, 8:09 PM",49
2017-06-20,12:03,Unknown,Not urgent. I'm on my way up the mountain now to see the new course for the first time. Wanted to know if you had any ideas for mapping the contours of the greens,"6/20/17, 12:03 PM",49
2017-06-20,12:03,Unknown,You're good @ outside the box creative problem solving,"6/20/17, 12:03 PM",49
2017-06-20,12:03,Unknown,Sorry I forgot to call you back,"6/20/17, 12:03 PM",49
2017-06-21,07:31,Unknown,yesterday. I know little bit about some programs but I don't know about mapping programs I'll call you later. Are you are you working today?,"6/21/17, 7:31 AM",49
2017-06-22,13:00,Unknown,⁠Shephards Rock Bk.pdf,"6/22/17, 1:00 PM",49
2017-06-26,07:50,Unknown,Call me when you get a moment to talk to me privately please,"6/26/17, 7:50 AM",50
2017-06-26,07:50,Unknown,Sorry I had pulled in to employee lot and my boss started talking to me,"6/26/17, 7:50 AM",50
2017-06-26,07:50,Unknown,"I'm trying not to let this fuck up all the hard work I've put in tying my name to the new course, because it's been going really well","6/26/17, 7:50 AM",50
2017-06-26,07:50,Unknown,Look I'm trying to juggle work and figure this out and I'm in a really tough spot. If I can access $1000 from Sorry… I didn't see you two had called. Stop at 10,"6/26/17, 7:50 AM",50
2017-06-26,07:50,Unknown,"my accounts, please let me know. I'm having a tough time dealing with the emotional side and how to handle that, but right now I just want to make sure we can take care of this","6/26/17, 7:50 AM",50
2017-06-26,07:50,Dad,I'm going out now. If you want to text me I'll have my phone. I can call you for small increments also,"6/26/17, 7:50 AM",50
2017-06-26,07:50,Unknown,Okay I will,"6/26/17, 7:50 AM",50
2017-06-26,07:50,Unknown,after work,"6/26/17, 7:50 AM",50
2017-06-26,07:50,Unknown,"I've got to leave by 6 or 630am tomorrow before the banks open, so i need to figure out what I'm doing","6/26/17, 7:50 AM",50
2017-06-26,07:50,Unknown,"I'm on 5 now , finishing on 15","6/26/17, 7:50 AM",50
2017-06-26,07:50,Unknown,by days end,"6/26/17, 7:50 AM",50
2017-06-26,07:50,Unknown,Doing my best to get through this without falling apart and keeping a smile on my Face,"6/26/17, 7:50 AM",50
2017-06-26,07:50,Unknown,Days like today are hard to have a job that requires you to put on the mask,"6/26/17, 7:50 AM",50
2017-06-26,13:05,Unknown,Will u be home in 20-30 mins,"6/26/17, 1:05 PM",50
2017-06-26,13:05,Unknown,On 10. Should be back around 330 if our pace holds up,"6/26/17, 1:05 PM",50
2017-06-26,15:51,Unknown,Hello?,"6/26/17, 3:51 PM",50
2017-06-26,15:51,Unknown,Hello,"6/26/17, 3:51 PM",50
2017-06-26,15:51,Unknown,I'll be over in a few,"6/26/17, 3:51 PM",50
2017-06-26,15:51,Unknown,I'm out back,"6/26/17, 3:51 PM",50
2017-06-26,19:33,Unknown,Thank you for another bailout and for the early morning panic call. I will obviously keep you up to date and let you know how things go.,"6/26/17, 7:33 PM",51
2017-06-26,19:33,Dad,And I wasn't sure whether or not it was going to offend Lisa but it's not something we need hidden from her if she were to know,"6/26/17, 7:33 PM",51
2017-06-26,19:33,Unknown,I didn't want it to seem like that. It's totally your discretion,"6/26/17, 7:33 PM",51
2017-06-27,06:16,Unknown,Sorry. I got into a couple of things & didn't back to u about dinner last nite,"6/27/17, 6:16 AM",51
2017-06-27,06:16,Dad,Lisa would totally understand in this situation,"6/27/17, 6:16 AM",51
2017-06-27,11:55,Unknown,Won't know much until later this afternoon,"6/27/17, 11:55 AM",51
2017-06-27,11:55,Unknown,I brought my laptop and am getting some work done,"6/27/17, 11:55 AM",51
2017-06-27,11:55,Unknown,Remember this is all about her. If sheʼs with u I wouldn't screw with the laptop,"6/27/17, 11:55 AM",51
2017-06-27,14:35,Unknown,We've got to make an appointment,"6/27/17, 2:35 PM",51
2017-06-27,14:35,Unknown,She was outside the window where they could do it here,"6/27/17, 2:35 PM",51
2017-06-27,14:35,Unknown,Fucking terrifying but at least we aren't too late,"6/27/17, 2:35 PM",51
2017-06-27,14:35,Unknown,Sorry. I was in Sam's club. Is it OK to call you back now,"6/27/17, 2:35 PM",51
2017-06-27,14:35,Unknown,Call u in a few. Her car was having problems. I pulled over and it seems to be okay now,"6/27/17, 2:35 PM",51
2017-06-27,14:35,Unknown,Call u when im pulling back into town.,"6/27/17, 2:35 PM",51
2017-06-27,14:35,Unknown,Call me back when you're alone,"6/27/17, 2:35 PM",51
2017-06-27,19:19,Unknown,Didn't forget to call u,"6/27/17, 7:19 PM",51
2017-06-27,19:19,Unknown,Don't call tonite. I'm at Lisa's & I don't want to explain,"6/27/17, 7:19 PM",51
